pupilId,date,count_complete,count_incomplete,customer_month,subscription_end_date
663415,2014-06-24,1.0,0.0,5,2014-07-13
663415,2014-06-27,1.0,0.0,5,2014-07-13
663415,2014-07-03,5.0,0.0,5,2014-07-13
663415,2014-07-06,5.0,0.0,5,2014-07-13
663415,2014-09-03,8.0,1.0,7,2015-09-13
663415,2014-09-05,11.0,2.0,7,2015-09-13
663415,2014-09-11,5.0,1.0,7,2015-09-13
663415,2014-09-22,8.0,2.0,7,2015-09-13
663415,2014-09-23,5.0,2.0,7,2015-09-13
663415,2014-10-03,2.0,1.0,7,2015-09-13
663415,2014-10-20,2.0,0.0,7,2015-09-13
663415,2014-11-23,1.0,0.0,7,2015-09-13
663415,2014-11-28,5.0,1.0,7,2015-09-13
663415,2014-12-01,9.0,4.0,7,2015-09-13
663415,2014-12-02,4.0,5.0,7,2015-09-13
663415,2014-12-03,6.0,3.0,7,2015-09-13
663415,2014-12-04,1.0,3.0,7,2015-09-13
663415,2014-12-05,2.0,1.0,7,2015-09-13
663415,2014-12-08,6.0,0.0,7,2015-09-13
663415,2014-12-09,17.0,0.0,7,2015-09-13
663415,2014-12-10,2.0,1.0,7,2015-09-13
663415,2014-12-11,1.0,0.0,7,2015-09-13
663415,2015-01-13,5.0,2.0,7,2015-09-13
663415,2015-01-14,6.0,1.0,7,2015-09-13
663415,2015-01-19,2.0,0.0,7,2015-09-13
663415,2015-03-02,1.0,0.0,7,2015-09-13
663415,2015-03-20,2.0,0.0,7,2015-09-13
663415,2015-03-26,1.0,0.0,7,2015-09-13
663415,2015-10-06,4.0,0.0,0,
663415,2016-02-24,6.0,2.0,0,
663415,2016-02-25,1.0,2.0,0,
663415,2016-02-26,2.0,2.0,0,
663415,2016-03-02,1.0,0.0,0,
663415,2016-03-03,11.0,3.0,0,
663415,2016-03-10,7.0,2.0,0,
663415,2016-03-11,6.0,2.0,0,
663415,2016-03-23,5.0,0.0,0,
663415,2016-04-20,1.0,2.0,0,
663415,2016-04-28,3.0,0.0,0,
663415,2016-04-29,1.0,0.0,0,
663415,2016-09-15,4.0,0.0,0,
663492,2014-01-28,5.0,0.0,0,
663492,2014-01-29,5.0,0.0,0,
663492,2014-02-13,3.0,0.0,1,2014-03-12
663825,2014-02-05,3.0,0.0,0,
663825,2014-02-10,3.0,0.0,0,
663825,2014-02-17,1.0,0.0,0,
663825,2014-02-21,3.0,0.0,0,
663825,2014-02-25,1.0,0.0,1,2014-03-24
663825,2014-02-27,2.0,0.0,1,2014-03-24
663825,2014-03-10,2.0,0.0,1,2014-03-24
663825,2014-03-11,2.0,0.0,1,2014-03-24
663825,2014-03-12,1.0,0.0,1,2014-03-24
663825,2014-03-13,2.0,0.0,1,2014-03-24
663825,2014-03-14,1.0,0.0,1,2014-03-24
663825,2014-03-17,2.0,0.0,1,2014-03-24
663825,2014-03-18,1.0,0.0,1,2014-03-24
663825,2014-03-19,5.0,0.0,1,2014-03-24
663825,2014-03-20,3.0,0.0,1,2014-03-24
663825,2014-03-21,3.0,0.0,1,2014-03-24
663825,2014-03-26,3.0,0.0,0,
663825,2014-03-31,1.0,0.0,0,
663825,2014-04-01,3.0,0.0,0,
663825,2014-04-04,1.0,0.0,0,
663825,2014-04-14,4.0,0.0,0,
663825,2014-04-15,1.0,0.0,0,
663825,2014-05-20,1.0,0.0,2,2014-06-20
663825,2014-05-21,2.0,0.0,2,2014-06-20
663825,2014-05-31,1.0,0.0,2,2014-06-20
663825,2014-06-05,2.0,0.0,2,2014-06-20
663825,2014-06-09,1.0,0.0,2,2014-06-20
663825,2014-06-11,2.0,0.0,2,2014-06-20
663825,2014-06-16,3.0,0.0,2,2014-06-20
663825,2014-06-17,1.0,0.0,2,2014-06-20
663825,2014-06-18,4.0,0.0,2,2014-06-20
663825,2014-06-26,4.0,0.0,3,2014-07-20
663825,2014-07-01,7.0,0.0,3,2014-07-20
663825,2014-07-07,3.0,0.0,3,2014-07-20
663825,2014-07-09,4.0,0.0,3,2014-07-20
663825,2014-07-16,3.0,0.0,3,2014-07-20
663825,2014-07-17,2.0,0.0,3,2014-07-20
663825,2014-09-04,2.0,0.0,4,2014-10-04
663825,2014-09-05,3.0,0.0,4,2014-10-04
663825,2014-09-09,2.0,0.0,4,2014-10-04
663825,2014-09-12,4.0,0.0,4,2014-10-04
663825,2014-09-15,7.0,0.0,4,2014-10-04
663825,2014-09-17,7.0,0.0,4,2014-10-04
663825,2014-09-22,1.0,0.0,4,2014-10-04
663825,2014-09-25,2.0,0.0,4,2014-10-04
663825,2014-09-26,4.0,0.0,4,2014-10-04
663825,2014-10-07,2.0,0.0,5,2014-11-04
663825,2014-10-09,3.0,0.0,5,2014-11-04
663825,2014-10-10,3.0,0.0,5,2014-11-04
663825,2014-10-20,7.0,0.0,5,2014-11-04
663825,2014-11-04,9.0,0.0,6,2014-12-04
663825,2014-11-06,4.0,0.0,6,2014-12-04
663825,2014-11-07,4.0,0.0,6,2014-12-04
663825,2014-11-24,6.0,0.0,6,2014-12-04
663825,2014-12-09,4.0,0.0,7,2015-01-04
663825,2014-12-11,4.0,0.0,7,2015-01-04
663825,2015-01-16,6.0,0.0,8,2015-02-04
663825,2015-01-19,7.0,0.0,8,2015-02-04
663825,2015-01-20,3.0,0.0,8,2015-02-04
663825,2015-01-21,3.0,0.0,8,2015-02-04
663825,2015-01-22,2.0,0.0,8,2015-02-04
663825,2015-01-23,2.0,0.0,8,2015-02-04
663825,2015-01-26,1.0,0.0,8,2015-02-04
663825,2015-01-27,4.0,0.0,8,2015-02-04
663825,2015-01-29,2.0,0.0,8,2015-02-04
663825,2015-01-30,2.0,0.0,8,2015-02-04
663825,2015-02-02,4.0,0.0,8,2015-02-04
663825,2015-02-04,7.0,0.0,9,2015-03-04
663825,2015-02-09,10.0,0.0,9,2015-03-04
663825,2015-02-12,9.0,0.0,9,2015-03-04
663825,2015-02-16,6.0,0.0,9,2015-03-04
663825,2015-02-25,6.0,0.0,9,2015-03-04
663825,2015-02-26,6.0,0.0,9,2015-03-04
663825,2015-02-27,2.0,0.0,9,2015-03-04
663825,2015-03-04,5.0,0.0,10,2015-04-04
663825,2015-03-10,6.0,0.0,10,2015-04-04
663825,2015-03-11,4.0,0.0,10,2015-04-04
663825,2015-03-23,1.0,0.0,10,2015-04-04
663825,2015-04-13,2.0,0.0,11,2015-05-04
663825,2015-04-15,5.0,0.0,11,2015-05-04
663825,2015-04-17,2.0,0.0,11,2015-05-04
663825,2015-04-20,2.0,0.0,11,2015-05-04
663825,2015-04-21,1.0,0.0,11,2015-05-04
663825,2015-04-22,2.0,0.0,11,2015-05-04
663825,2015-04-27,4.0,0.0,11,2015-05-04
663825,2015-04-28,4.0,0.0,11,2015-05-04
